Date;Open_DJ;Close_DJ;Open_SSE_Composite;Close_SSE_Composite;Open_N225;Close_N225;Open_CAC40;15h_CAC40;Close_CAC40;Open_DAX;15h_DAX;Close_DAX;Open_FTSE100;15h_FTSE100;Close_FTSE100
20/12/2012;13246.669922;13311.719727;2156.193115;2168.353027;10093.110352;10039.330078;3652.409912;#N/A;3666.729980;7642.990234;#N/A;7672.100098;5961.600098;#N/A;5958.299805
21/12/2012;13309.950195;13190.839844;2169.570068;2153.310059;10145.580078;9940.059570;3650.250000;#N/A;3661.399902;7632.410156;#N/A;7636.229980;5958.299805;#N/A;5940.000000
24/12/2012;13190.150391;13138.929688;2150.654053;2159.052979;10145.580078;9940.059570;3650.250000;#N/A;3661.399902;7632.410156;#N/A;7636.229980;5940.000000;#N/A;5954.200195
26/12/2012;13138.849609;13114.589844;2211.593994;2219.132080;10131.219727;10230.360352;3650.250000;#N/A;3661.399902;7632.410156;#N/A;7636.229980;5940.000000;#N/A;5954.200195
27/12/2012;13114.969727;13096.309570;2223.655029;2205.896973;10295.259766;10322.980469;3652.449951;#N/A;3674.260010;7652.270020;#N/A;7655.879883;5954.200195;#N/A;5954.299805
28/12/2012;13095.080078;12938.110352;2207.913086;2233.251953;10406.360352;10395.179688;3677.000000;#N/A;3620.250000;7649.890137;#N/A;7612.390137;5954.299805;#N/A;5925.399902
31/12/2012;12938.190430;13104.139648;2236.460938;2269.127930;10406.360352;10395.179688;3677.000000;#N/A;3620.250000;7649.890137;#N/A;7612.390137;5954.299805;#N/A;5925.399902
02/01/2013;13104.299805;13412.549805;2236.460938;2269.127930;10406.360352;10395.179688;3702.659912;3718.290;3733.929932;7689.459961;7770.560;7778.779785;5897.93;6034.800;6027.37
03/01/2013;13413.009766;13391.360352;2236.460938;2269.127930;10406.360352;10395.179688;3724.300049;3717.110;3721.169922;7762.129883;7760.210;7756.439941;6030.15;6032.940;6047.34
04/01/2013;13391.049805;13435.209961;2289.510010;2276.991943;10604.500000;10688.110352;3713.320068;3716.210;3730.020020;7740.990234;7759.000;7776.370117;6046.44;6072.800;6089.84
07/01/2013;13436.129883;13384.290039;2271.663086;2285.364014;10743.690430;10599.009766;3731.489990;3703.590;3704.639893;7760.009766;7734.540;7732.660156;6089.82;6066.970;6064.58
08/01/2013;13377.419922;13328.849609;2284.654053;2276.070068;10544.209961;10508.059570;3694.209961;3716.880;3705.879883;7710.700195;7724.180;7695.830078;6064.49;6067.310;6053.63
09/01/2013;13329.919922;13390.509766;2271.299072;2275.340088;10405.669922;10578.570313;3722.090088;3714.620;3717.449951;7713.569824;7719.070;7720.470215;6053.68;6095.650;6098.65
10/01/2013;13391.820313;13471.219727;2274.376953;2283.656982;10635.110352;10652.639648;3716.080078;3720.010;3703.120117;7732.140137;7762.940;7708.470215;6098.65;6113.600;6101.51
11/01/2013;13471.450195;13488.429688;2285.185059;2242.997070;10786.139648;10801.570313;3708.879883;3693.220;3706.020020;7725.930176;7708.580;7715.529785;6101.53;6110.600;6121.58
14/01/2013;13488.429688;13507.320313;2236.288086;2311.739990;10786.139648;10801.570313;3721.629883;3723.620;3708.250000;7737.609863;7755.590;7729.520020;6121.53;6119.180;6107.86
15/01/2013;13507.320313;13534.889648;2312.468018;2325.681885;10914.650391;10879.080078;3697.209961;3691.460;3697.350098;7704.049805;7650.590;7675.910156;6107.88;6089.690;6117.31
16/01/2013;13534.889648;13511.230469;2322.157959;2309.499023;10806.410156;10600.440430;3694.429932;3690.070;3708.489990;7661.609863;7653.010;7691.129883;6117.33;6082.330;6103.98
17/01/2013;13511.230469;13596.019531;2305.139893;2284.908936;10660.940430;10609.639648;3709.120117;3749.420;3744.110107;7677.279785;7746.330;7735.459961;6103.93;6128.480;6132.36
18/01/2013;13596.019531;13649.700195;2295.809082;2317.070068;10791.969727;10913.299805;3758.379883;3747.530;3741.580078;7747.129883;7721.960;7702.229980;6131.93;6166.750;6154.41
22/01/2013;13649.700195;13712.209961;2326.489990;2315.138916;10765.099609;10709.929688;3759.000000;3745.650;3741.010010;7741.879883;7700.680;7696.209961;6180.86;6176.080;6179.17
23/01/2013;13712.209961;13779.330078;2308.520996;2320.910889;10575.599609;10486.990234;3743.469971;3716.080;3726.169922;7702.919922;7692.720;7707.540039;6179.15;6183.880;6197.64
24/01/2013;13779.330078;13825.330078;2320.258057;2302.597900;10441.110352;10620.870117;3723.030029;3737.360;3752.169922;7700.529785;7716.410;7748.129883;6197.51;6239.840;6264.91
25/01/2013;13825.330078;13895.980469;2300.000977;2291.303955;10797.299805;10926.650391;3745.810059;3770.220;3778.159912;7746.779785;7840.690;7857.970215;6264.89;6276.060;6284.45
28/01/2013;13895.980469;13881.929688;2295.352051;2346.504883;11002.860352;10824.309570;3784.580078;3785.800;3780.889893;7859.830078;7861.380;7833.000000;6284.63;6300.070;6294.41
29/01/2013;13881.929688;13954.419922;2347.215088;2358.977051;10751.009766;10866.719727;3780.199951;3770.690;3785.820068;7841.959961;7815.190;7848.569824;6294.38;6299.240;6339.19
30/01/2013;13954.419922;13910.419922;2360.748047;2382.475098;10913.969727;11113.950195;3787.330078;3772.780;3765.520020;7855.680176;7817.110;7811.310059;6339.15;6331.180;6323.11
31/01/2013;13910.419922;13860.580078;2383.426025;2385.422119;11057.500000;11138.660156;3755.110107;3739.220;3732.600098;7800.450195;7778.780;7776.049805;6322.40;6291.470;6276.88
01/02/2013;13860.580078;14009.790039;2377.414063;2419.020020;11193.719727;11191.339844;3734.659912;3781.170;3773.530029;7792.589844;7822.260;7833.390137;6276.91;6326.280;6347.24
04/02/2013;14009.790039;13880.080078;2425.920898;2428.154053;11254.160156;11260.349609;3778.360107;3713.700;3659.909912;7822.540039;7723.240;7638.229980;6347.26;6271.930;6246.84
05/02/2013;13880.080078;13979.299805;2411.000977;2433.129883;11105.240234;11046.919922;3654.219971;3699.350;3694.699951;7643.540039;7660.870;7664.660156;6246.92;6283.190;6282.76
06/02/2013;13979.299805;13986.519531;2432.677002;2434.477051;11236.700195;11463.750000;3695.270020;3632.250;3642.899902;7665.879883;7544.520;7581.180176;6282.78;6267.350;6295.34
07/02/2013;13986.519531;13944.049805;2430.687988;2418.530029;11406.320313;11357.070313;3638.939941;3654.050;3601.050049;7581.370117;7629.130;7590.850098;6295.27;6276.570;6228.42
08/02/2013;13944.049805;13992.969727;2416.618896;2432.402100;11179.969727;11153.160156;3614.959961;3628.020;3649.500000;7607.569824;7619.610;7652.140137;6228.50;6259.960;6263.93
11/02/2013;13992.969727;13971.240234;2416.618896;2432.402100;11179.969727;11153.160156;3660.280029;3666.870;3650.580078;7627.720215;7646.990;7633.740234;6263.95;6279.050;6277.06
12/02/2013;13971.240234;14018.700195;2416.618896;2432.402100;11346.719727;11369.120117;3645.270020;3663.300;3686.580078;7619.120117;7646.700;7660.189941;6277.10;6311.690;6338.38
13/02/2013;14018.700195;13982.910156;2416.618896;2432.402100;11333.719727;11251.410156;3692.469971;3691.330;3698.530029;7678.479980;7710.980;7711.890137;6338.29;6348.710;6359.11
14/02/2013;13982.910156;13973.389648;2416.618896;2432.402100;11273.400391;11307.280273;3691.500000;3678.580;3669.600098;7697.890137;7636.070;7631.189941;6359.35;6317.640;6327.36
15/02/2013;13973.389648;13981.759766;2416.618896;2432.402100;11239.209961;11173.830078;3665.780029;3693.130;3660.370117;7636.259766;7646.660;7593.509766;6326.93;6346.860;6328.26
19/02/2013;13981.759766;14035.669922;2420.264893;2382.914063;11336.450195;11372.339844;3662.120117;3717.250;3735.820068;7614.100098;7713.340;7752.450195;6318.43;6354.020;6379.07
20/02/2013;14035.669922;13927.540039;2383.492920;2397.177979;11485.650391;11468.280273;3734.129883;3727.820;3709.879883;7747.209961;7764.680;7728.899902;6379.06;6406.230;6395.37
21/02/2013;13927.540039;13880.620117;2378.822021;2325.950928;11404.730469;11309.129883;3687.280029;3639.190;3624.800049;7681.609863;7592.980;7583.569824;6395.31;6293.590;6291.54
22/02/2013;13880.620117;14000.570313;2322.939941;2314.164063;11238.750000;11385.940430;3645.719971;3699.310;3706.280029;7619.810059;7662.380;7661.910156;6291.49;6335.800;6335.70
25/02/2013;14000.570313;13784.169922;2320.617920;2325.819092;11564.549805;11662.519531;3721.100098;3727.340;3721.330078;7731.799805;7739.100;7773.189941;6335.57;6335.700;6355.37
26/02/2013;13784.169922;13900.129883;2313.739990;2293.341064;11449.660156;11398.809570;3610.060059;3629.890;3621.919922;7682.240234;7623.220;7597.109863;6355.17;6263.460;6270.44
27/02/2013;13900.129883;14075.370117;2297.767090;2313.219971;11418.559570;11253.969727;3641.899902;3638.520;3691.489990;7641.839844;7615.310;7675.830078;6270.46;6292.130;6325.88
28/02/2013;14075.370117;14054.490234;2322.322998;2365.593018;11396.730469;11559.360352;3711.719971;3706.990;3723.000000;7712.200195;7732.990;7741.700195;6325.94;6352.570;6360.81
01/03/2013;14054.490234;14089.660156;2364.543945;2359.506104;11464.709961;11606.379883;3712.419922;3665.620;3699.909912;7735.350098;7650.480;7708.160156;6360.61;6327.050;6378.60
04/03/2013;14089.660156;14127.820313;2332.080078;2273.404053;11695.450195;11652.290039;3680.580078;3708.450;3709.760010;7654.669922;7696.040;7691.680176;6379.27;6346.460;6345.63
05/03/2013;14127.820313;14253.769531;2274.808105;2326.305908;11732.570313;11683.450195;3737.810059;3765.360;3787.189941;7779.620117;7832.590;7870.310059;6345.72;6408.060;6431.95
06/03/2013;14253.769531;14296.240234;2333.614990;2347.178955;11811.059570;11932.269531;3791.540039;3798.930;3773.760010;7907.390137;7962.470;7919.330078;6432.32;6458.820;6427.64
07/03/2013;14296.240234;14329.490234;2340.436035;2324.292969;12037.250000;11968.080078;3783.040039;3796.610;3793.780029;7934.189941;7948.370;7939.770020;6427.56;6451.180;6439.16
08/03/2013;14329.490234;14397.070313;2326.416992;2318.611084;12066.500000;12283.620117;3813.699951;3840.580;3840.149902;7970.660156;8001.040;7986.470215;6439.20;6481.090;6483.58
11/03/2013;14397.070313;14447.290039;2314.683105;2310.593018;12363.089844;12349.049805;3830.689941;3833.660;3836.270020;7967.459961;7973.140;7984.290039;6483.69;6498.540;6503.63
12/03/2013;14447.290039;14450.059570;2309.157959;2286.604980;12433.599609;12314.809570;3824.110107;3843.650;3839.969971;7970.830078;7985.790;7966.120117;6503.48;6525.740;6510.62
13/03/2013;14450.059570;14455.280273;2282.169922;2263.968018;12252.290039;12239.660156;3834.439941;3829.350;3836.040039;7964.770020;7963.510;7970.910156;6510.60;6456.190;6481.50
14/03/2013;14455.280273;14539.139648;2255.774902;2270.277100;12332.160156;12381.190430;3855.300049;3861.070;3871.580078;8013.250000;8050.120;8058.370117;6481.50;6509.020;6529.41
15/03/2013;14539.139648;14514.110352;2269.314941;2278.400879;12437.679688;12560.950195;3867.090088;3833.370;3844.030029;8074.029785;8011.420;8042.850098;6529.49;6474.920;6489.65
18/03/2013;14514.110352;14452.059570;2267.287109;2240.016113;12365.440430;12220.629883;3768.070068;3805.580;3825.469971;7924.040039;7962.620;8010.700195;6488.71;6453.170;6457.92
19/03/2013;14452.059570;14455.820313;2244.264893;2257.434082;12405.610352;12468.230469;3813.370117;3806.050;3775.750000;7980.540039;7993.410;7947.790039;6457.94;6472.450;6441.32
20/03/2013;14455.820313;14511.730469;2257.737061;2317.375000;12405.610352;12468.230469;3798.120117;3816.760;3829.560059;7995.589844;7999.330;8001.970215;6441.28;6445.340;6432.70
21/03/2013;14511.730469;14421.490234;2318.205078;2324.241943;12592.000000;12635.690430;3821.439941;3774.990;3774.850098;7989.589844;7924.760;7932.509766;6433.11;6375.000;6388.55
22/03/2013;14421.490234;14512.030273;2321.403076;2328.278076;12498.509766;12338.530273;3766.239990;3776.420;3770.290039;7917.640137;7933.630;7911.350098;6388.48;6413.330;6392.76
25/03/2013;14512.030273;14447.750000;2334.735107;2326.715088;12507.610352;12546.459961;3823.879883;3795.740;3727.979980;7988.270020;7969.110;7870.899902;6395.00;6434.130;6378.38
26/03/2013;14447.750000;14559.650391;2318.577881;2297.668945;12461.790039;12471.620117;3735.320068;3749.930;3748.639893;7889.149902;7879.669922;7879.669922;6378.71;6384.720;6399.37
27/03/2013;14559.650391;14526.160156;2299.376953;2301.260010;12476.580078;12493.790039;3763.020020;3692.970;3711.639893;7905.959961;7774.450;7789.089844;6399.33;6360.740;6387.56
28/03/2013;14526.160156;14578.540039;2273.552002;2236.302002;12457.129883;12335.959961;3710.919922;3732.730;3731.419922;7791.140137;7812.090;7795.310059;6387.54;6422.060;6411.74
01/04/2013;14578.540039;14572.849609;2229.459961;2234.395020;12371.339844;12135.019531;3710.919922;3732.730;3731.419922;7791.140137;7812.090;7795.310059;6387.54;6422.060;6411.74
02/04/2013;14572.849609;14662.009766;2234.900879;2227.739990;12051.570313;12003.429688;3729.820068;3770.580;3805.370117;7806.120117;7883.730;7943.870117;6411.82;6486.740;6490.66
03/04/2013;14662.009766;14550.349609;2232.694092;2225.294922;12112.089844;12362.200195;3789.580078;3793.550;3754.959961;7926.879883;7936.640;7874.750000;6490.71;6466.560;6420.28
04/04/2013;14550.349609;14606.110352;2232.694092;2225.294922;12188.219727;12634.540039;3767.879883;3750.230;3726.159912;7902.859863;7865.830;7817.390137;6420.51;6372.940;6344.12
05/04/2013;14606.110352;14565.250000;2232.694092;2225.294922;12880.820313;12833.639648;3727.629883;3648.090;3663.479980;7820.689941;7659.760;7658.750000;6344.18;6228.340;6249.78
08/04/2013;14565.250000;14613.480469;2196.238037;2211.592041;13082.610352;13192.589844;3677.209961;3687.140;3666.780029;7669.040039;7677.580;7662.640137;6249.89;6272.240;6276.94
09/04/2013;14613.480469;14673.459961;2215.467041;2225.773926;13309.129883;13192.349609;3688.229980;3683.630;3670.719971;7704.350098;7679.460;7637.509766;6276.96;6308.100;6313.21
10/04/2013;14673.459961;14802.240234;2224.934082;2226.125977;13177.309570;13288.129883;3685.280029;3710.660;3743.709961;7664.160156;7716.100;7810.629883;6313.47;6357.430;6387.37
11/04/2013;14802.240234;14865.139648;2236.982910;2219.552979;13444.950195;13549.160156;3739.899902;3764.620;3775.659912;7799.310059;7837.458;7871.629883;6387.30;6403.410;6416.14
12/04/2013;14865.139648;14865.059570;2218.093994;2206.780029;13568.250000;13485.139648;3765.649902;3734.340;3729.300049;7831.870117;7764.010;7744.770020;6415.63;6393.700;6384.39
15/04/2013;14865.059570;14599.200195;2199.914063;2181.940918;13345.860352;13275.660156;3728.689941;3695.795;3710.479980;7740.540039;7712.629883;7712.629883;6384.42;6311.070;6343.60
16/04/2013;14599.200195;14756.780273;2169.629883;2194.844971;13023.910156;13221.440430;3694.659912;3719.680;3685.790039;7680.779785;7731.680;7682.580078;6343.43;6339.670;6304.58
17/04/2013;14756.780273;14618.589844;2195.031982;2193.795898;13330.500000;13382.889648;3707.050049;3630.030;3599.229980;7719.560059;7551.820;7503.029785;6304.53;6267.470;6244.21
18/04/2013;14618.589844;14537.139648;2181.822021;2197.602051;13272.219727;13220.070313;3617.030029;3623.040;3599.360107;7519.669922;7526.230;7473.729980;6244.66;6267.500;6243.67
19/04/2013;14537.139648;14547.509766;2201.122070;2244.643066;13268.429688;13316.480469;3633.330078;3611.690;3651.959961;7490.109863;7459.959961;7459.959961;6243.67;6249.250;6286.59
22/04/2013;14547.509766;14567.169922;2236.402100;2242.168945;13537.169922;13568.370117;3673.479980;3659.770;3652.129883;7516.060059;7499.280;7478.109863;6286.63;6308.120;6280.62
23/04/2013;14567.169922;14719.459961;2242.615967;2184.538086;13545.599609;13529.650391;3655.649902;3743.360;3783.050049;7477.029785;7608.680;7658.209961;6280.60;6371.060;6406.12
24/04/2013;14719.459961;14676.299805;2187.349121;2218.318115;13687.280273;13843.459961;3786.449951;3795.000;3842.939941;7656.759766;7672.940;7759.029785;6406.17;6417.340;6431.76
25/04/2013;14676.299805;14700.799805;2213.185059;2199.306885;13887.530273;13926.080078;3835.250000;3835.218;3840.469971;7766.609863;7784.620;7832.859863;6431.75;6434.770;6442.59
26/04/2013;14700.799805;14712.549805;2203.888916;2177.912109;13978.980469;13884.129883;3821.989990;3807.290;3810.050049;7835.589844;7799.870;7814.759766;6442.43;6410.470;6426.42
29/04/2013;14712.549805;14818.750000;2203.888916;2177.912109;13978.980469;13884.129883;3828.939941;3848.978;3868.679932;7834.020020;7843.020;7873.500000;6426.41;6436.580;6458.02
30/04/2013;14818.750000;14839.799805;2203.888916;2177.912109;13854.820313;13860.860352;3883.000000;3868.041;3856.750000;7928.419922;7933.730;7913.709961;6458.00;6446.265;6430.12
01/05/2013;14839.799805;14700.950195;2203.888916;2177.912109;13837.719727;13799.349609;3883.000000;3868.041;3856.750000;7928.419922;7933.730;7913.709961;6430.34;6462.650;6451.29
02/05/2013;14700.950195;14831.580078;2170.782959;2174.123047;13727.250000;13694.040039;3828.620117;3838.782;3858.760010;7905.350098;7936.960;7961.709961;6452.16;6430.810;6460.71
03/05/2013;14831.580078;14973.959961;2179.049072;2205.497070;13727.250000;13694.040039;3873.949951;3895.390;3912.949951;7972.279785;8061.580;8122.290039;6460.53;6520.660;6521.46
06/05/2013;14973.959961;14968.889648;2212.495117;2231.166016;13727.250000;13694.040039;3909.489990;3907.160;3907.040039;8119.220215;8121.050;8112.080078;6460.53;6520.660;6521.46
07/05/2013;14968.889648;15056.200195;2227.861084;2235.574951;13960.040039;14180.240234;3915.379883;3935.522;3921.320068;8125.819824;8187.875;8181.779785;6521.84;6546.100;6557.30
08/05/2013;15056.200195;15105.120117;2242.393066;2246.300049;14196.200195;14285.690430;3924.000000;3939.240;3956.280029;8176.879883;8216.530;8249.709961;6557.16;6566.740;6583.48
09/05/2013;15105.120117;15082.620117;2246.962891;2232.970947;14366.950195;14191.480469;3927.120117;3929.185;3928.580078;8232.500000;8244.940;8262.549805;6583.94;6582.950;6592.74
10/05/2013;15082.620117;15118.490234;2228.819092;2246.831055;14449.240234;14607.540039;3932.429932;3942.960;3953.830078;8278.450195;8283.110;8278.589844;6592.71;6606.810;6624.98
13/05/2013;15113.419922;15091.679688;2247.677979;2241.919922;14759.500000;14782.209961;3948.330078;3949.790;3945.199951;8281.950195;8274.955;8279.290039;6624.85;6622.900;6631.76
14/05/2013;15091.679688;15215.250000;2238.904053;2217.010010;14822.559570;14758.419922;3949.899902;3941.470;3966.060059;8304.500000;8299.970;8339.110352;6631.85;6641.535;6686.06
15/05/2013;15211.870117;15275.690430;2217.085938;2224.797119;14962.339844;15096.030273;3959.040039;3962.805;3982.229980;8333.610352;8329.360;8362.419922;6685.71;6688.810;6693.55
16/05/2013;15273.919922;15233.219727;2221.336914;2251.804932;15146.049805;15037.240234;3967.699951;3965.370;3979.070068;8348.540039;8369.870117;8369.870117;6693.52;6701.170;6687.80
17/05/2013;15234.750000;15354.400391;2249.811035;2282.870117;14926.419922;15138.120117;3968.409912;4000.500;4001.270020;8356.259766;8387.800;8398.000000;6687.77;6714.260;6723.06
20/05/2013;15348.330078;15335.280273;2286.327881;2299.986084;15260.610352;15360.809570;4005.790039;3994.800;4022.850098;8434.969727;8455.830078;8455.830078;6723.19;6734.720;6755.63
21/05/2013;15334.969727;15387.580078;2297.110107;2305.114014;15264.790039;15381.019531;4009.840088;4016.800;4036.179932;8446.780273;8472.200195;8472.200195;6755.63;6734.720;6803.87
22/05/2013;15387.120117;15307.169922;2303.750000;2302.403076;15440.690430;15627.259766;4036.489990;4024.300;4051.110107;8467.559570;8467.500;8530.889648;6804.18;6734.720;6840.27
23/05/2013;15300.570313;15294.500000;2293.809082;2275.666992;15739.980469;14483.980469;3955.979980;3949.000;3967.149902;8410.059570;8307.000;8351.980469;6839.96;6708.000;6696.79
24/05/2013;15290.740234;15303.099609;2281.445068;2288.531982;14731.750000;14612.450195;3982.260010;3967.000;3956.790039;8390.160156;8306.000;8305.320313;6697.05;6656.000;6654.34
28/05/2013;15307.330078;15409.389648;2293.399902;2321.318115;13943.620117;14311.980469;4005.830078;4051.000;4050.560059;8432.459961;8483.000;8480.870117;6655.15;6770.000;6762.01
29/05/2013;15399.940430;15302.799805;2323.539063;2324.017090;14492.549805;14326.459961;4024.760010;3997.000;3974.120117;8437.209961;8345.000;8336.580078;6761.70;6659.000;6627.17
30/05/2013;15306.019531;15324.530273;2316.252930;2317.749023;14072.900391;13589.030273;3964.500000;4002.000;3996.310059;8314.200195;8377.000;8400.200195;6626.66;6636.000;6656.99
31/05/2013;15322.219727;15115.570313;2320.739014;2300.594971;13804.230469;13774.540039;3992.350098;3965.000;3948.590088;8385.379883;8343.000;8348.839844;6656.90;6594.000;6583.09
03/06/2013;15123.549805;15254.030273;2300.208984;2299.251953;13551.360352;13261.820313;3929.679932;3932.000;3920.669922;8291.490234;8285.799805;8285.799805;6582.29;6549.000;6525.12
04/06/2013;15255.219727;15177.540039;2297.100098;2272.416992;13186.599609;13533.759766;3950.000000;3933.000;3925.830078;8358.679688;8315.000;8295.959961;6525.16;6565.000;6558.58
05/06/2013;15168.099609;14960.589844;2270.711914;2270.929932;13566.750000;13014.870117;3903.590088;3886.000;3852.439941;8229.230469;8241.000;8196.179688;6558.52;6463.000;6419.31
06/06/2013;14955.450195;15040.620117;2264.425049;2242.110107;12925.290039;12904.019531;3861.239990;3860.000;3814.280029;8188.819824;8200.000;8098.810059;6419.33;6407.000;6336.11
07/06/2013;15044.459961;15248.120117;2242.262939;2210.897949;12706.410156;12877.530273;3821.070068;3833.000;3872.590088;8124.879883;8148.000;8254.679688;6336.13;6368.000;6411.99
10/06/2013;15247.809570;15238.589844;2242.262939;2210.897949;13141.849609;13514.200195;3864.080078;3869.000;3864.360107;8246.040039;8318.000;8307.690430;6411.68;6399.000;6400.45
11/06/2013;15231.379883;15122.019531;2242.262939;2210.897949;13504.769531;13317.620117;3847.000000;3794.000;3810.560059;8256.190430;8188.000;8222.459961;6400.75;6301.000;6340.08
12/06/2013;15130.389648;14995.230469;2242.262939;2210.897949;13087.660156;13289.320313;3805.149902;3832.000;3793.699951;8204.910156;8222.000;8143.270020;6339.93;6349.000;6299.45
13/06/2013;14992.540039;15176.080078;2190.101074;2148.354980;13038.019531;12445.379883;3747.649902;3784.000;3797.979980;8023.370117;8068.000;8095.390137;6299.16;6276.000;6304.63
14/06/2013;15178.080078;15070.179688;2150.060059;2162.041016;12668.900391;12686.519531;3823.199951;3816.000;3805.159912;8157.879883;8147.000;8127.959961;6304.68;6312.000;6308.26
17/06/2013;15078.709961;15179.849609;2165.993896;2156.215088;12584.370117;13033.120117;3815.439941;3863.000;3863.659912;8170.750000;8234.000;8215.730469;6309.53;6338.000;6330.49
18/06/2013;15186.299805;15318.230469;2158.545898;2159.291016;13015.150391;13007.280273;3848.979980;3856.000;3860.550049;8196.440430;8216.000;8229.509766;6330.45;6382.000;6374.21
19/06/2013;15315.469727;15112.190430;2150.815918;2143.454102;13233.080078;13245.219727;3866.149902;3847.000;3839.340088;8254.570313;8218.000;8197.080078;6374.11;6344.000;6348.82
20/06/2013;15105.509766;14758.320313;2132.812988;2084.020996;13101.849609;13014.580078;3778.330078;3739.000;3698.929932;8085.669922;7985.000;7928.479980;6348.66;6198.000;6159.51
21/06/2013;14760.620117;14799.400391;2058.979004;2073.094971;12787.870117;13230.129883;3718.929932;3704.000;3658.040039;7946.319824;7909.000;7789.240234;6159.52;6168.000;6116.17
24/06/2013;14795.790039;14659.559570;2068.862061;1963.234985;13417.540039;13062.780273;3652.520020;3603.000;3595.629883;7776.879883;7728.000;7692.450195;6116.03;6046.000;6029.10
25/06/2013;14669.690430;14760.309570;1948.314941;1959.508057;13081.620117;12969.339844;3642.570068;3641.000;3649.820068;7741.129883;7800.000;7811.299805;6029.17;6092.000;6101.91
26/06/2013;14769.990234;14910.139648;1954.473999;1951.494995;13152.750000;12834.009766;3655.389893;3721.000;3726.040039;7810.370117;7930.000;7940.990234;6101.95;6153.000;6165.48
27/06/2013;14921.280273;15024.490234;1955.125977;1950.011963;12968.719727;13213.549805;3722.409912;3742.000;3762.189941;7945.919922;7960.000;7990.750000;6165.45;6218.000;6243.40
28/06/2013;15016.580078;14909.599609;1935.515991;1979.206055;13383.919922;13677.320313;3767.489990;3734.000;3738.909912;8015.529785;7937.000;7959.220215;6243.33;6227.000;6215.47
01/07/2013;14911.599609;14974.959961;1965.987061;1995.241943;13746.719727;13852.500000;3761.570068;3763.000;3767.479980;8000.020020;7979.000;7983.919922;6215.47;6274.000;6307.78
02/07/2013;14974.959961;14932.410156;1992.890015;2006.560059;13969.150391;14098.740234;3776.199951;3734.000;3742.570068;7988.919922;7886.000;7910.770020;6307.78;6272.000;6303.94
03/07/2013;14923.730469;14988.370117;1996.505981;1994.267944;14149.990234;14055.559570;3708.290039;3694.000;3702.010010;7841.180176;7803.000;7829.319824;6303.94;6211.000;6229.87
05/07/2013;14995.459961;15135.839844;2006.191040;2007.198975;14150.849609;14309.969727;3811.169922;3811.000;3753.850098;8010.439941;7948.000;7806.000000;6421.67;6464.000;6375.52
