date;pickups;min_temp;max_temp;wind_speed;visibility;pressure;precipitation;snow_depth
14/01/2015;1437;16.0;36.0;6.4;10.0;1025.9;0.0;0.0
15/01/2015;1306;25.0;34.0;3.6;10.0;1014.8;0.0;0.0
16/01/2015;1459;25.0;43.0;7.3;9.5;1007.0;0.0;0.0
17/01/2015;1367;17.1;43.0;6.5;10.0;1021.0;0.0;0.0
18/01/2015;1138;30.0;42.8;3.3;5.7;1012.2;0.0;0.0
19/01/2015;1360;30.9;42.1;6.2;9.4;1003.4;2.1;0.0
20/01/2015;1697;34.0;42.1;5.1;10.0;1007.4;0.0;0.0
21/01/2015;1472;25.0;39.9;4.2;10.0;1014.3;0.0;0.0
22/01/2015;1316;25.0;39.9;3.4;8.3;1017.3;0.0;0.0
23/01/2015;1583;28.0;39.9;5.5;10.0;1019.8;0.0;0.0
24/01/2015;1468;28.0;39.0;5.5;4.2;998.8;0.66;0.0
25/01/2015;1251;33.1;42.1;5.8;9.9;999.1;0.06;3.1
26/01/2015;885;21.2;35.1;9.8;5.6;1009.1;0.0;2.0
27/01/2015;323;21.0;30.0;8.8;4.3;1000.4;0.78;2.0
28/01/2015;1458;16.0;34.0;7.7;10.0;1009.8;0.36;7.9
29/01/2015;1573;16.0;34.0;3.1;10.0;1019.2;0.0;7.9
30/01/2015;1507;19.0;37.9;6.7;7.8;1007.6;0.07;5.9
31/01/2015;1670;12.9;37.9;11.8;10.0;1013.5;0.01;7.1
01/02/2015;1074;19.9;36.0;3.5;9.9;1016.9;0.0;7.1
02/02/2015;1010;19.9;36.0;6.8;3.0;1000.1;0.71;5.9
03/02/2015;1258;12.9;34.0;7.2;8.9;1013.8;0.34;7.1
04/02/2015;1282;12.9;42.1;4.0;9.1;1018.0;0.0;7.9
05/02/2015;1402;21.0;43.0;6.3;10.0;1009.6;0.0;7.9
06/02/2015;1397;12.0;27.0;7.6;10.0;1017.4;0.0;7.9
07/02/2015;1096;12.0;37.9;3.5;9.0;1014.6;0.0;7.9
08/02/2015;832;25.0;39.9;5.9;5.9;1008.6;0.02;7.9
09/02/2015;1215;25.0;37.0;9.6;8.8;1009.7;0.03;7.9
10/02/2015;1301;25.0;39.9;8.1;9.6;1011.8;0.07;7.9
11/02/2015;1461;21.9;39.9;7.8;10.0;1012.1;0.01;7.9
12/02/2015;1479;21.9;39.9;4.6;8.9;1004.7;0.0;7.9
13/02/2015;1505;8.1;39.9;8.8;10.0;1012.1;0.0;7.9
14/02/2015;1888;8.1;32.0;4.6;8.5;1007.3;0.0;7.9
15/02/2015;940;10.0;32.0;10.8;8.8;999.8;0.02;7.9
16/02/2015;1708;3.0;25.0;8.5;10.0;1015.3;0.0;9.1
17/02/2015;1584;3.0;27.0;3.9;6.7;1009.2;0.11;9.1
18/02/2015;1268;14.0;33.1;2.9;9.6;1006.2;0.03;11.8
19/02/2015;1444;14.0;33.1;9.3;9.7;1003.0;0.0;9.1
20/02/2015;1407;1.9;27.0;9.7;10.0;1016.1;0.0;9.1
21/02/2015;1265;1.9;28.9;4.6;7.7;1025.1;0.0;9.1
22/02/2015;1243;28.9;43.0;2.1;4.5;1016.3;0.71;9.1
23/02/2015;1636;15.1;43.0;8.7;10.0;1019.0;0.1;13.0
24/02/2015;1636;3.9;21.9;6.0;10.0;1020.0;0.0;11.8
25/02/2015;1440;19.9;37.0;5.8;10.0;1005.3;0.0;11.8
26/02/2015;1639;19.9;37.0;6.1;9.7;1010.5;0.0;11.8
27/02/2015;1567;18.0;32.0;4.6;10.0;1020.6;0.0;11.0
28/02/2015;1367;12.9;30.0;3.6;10.0;1034.7;0.0;11.0
01/03/2015;917;24.1;30.9;2.5;7.3;1031.2;0.0;11.0
02/03/2015;1409;24.1;39.0;5.3;7.5;1015.4;0.52;9.8
03/03/2015;1484;21.9;39.0;4.7;8.5;1022.1;0.0;15.0
04/03/2015;2633;30.9;45.0;5.4;5.4;1006.0;0.68;14.2
05/03/2015;1573;19.4;43.0;5.4;2.2;1012.2;0.48;13.0
06/03/2015;1679;12.0;39.9;4.7;8.7;1025.5;0.52;13.0
07/03/2015;2590;12.0;37.9;5.8;9.8;1019.0;0.0;18.9
08/03/2015;1889;37.0;48.9;4.0;9.8;1012.6;0.0;18.1
09/03/2015;1271;37.0;54.0;4.2;9.8;1015.7;0.01;16.1
10/03/2015;1262;39.0;54.0;3.3;8.5;1019.0;0.13;13.0
11/03/2015;1222;39.0;59.0;4.5;6.5;1009.9;0.47;11.0
12/03/2015;1313;39.9;59.0;7.7;10.0;1020.7;0.01;5.9
13/03/2015;1297;30.9;46.9;5.6;10.0;1030.3;0.0;3.9
14/03/2015;1059;30.9;51.1;4.0;6.4;1014.2;0.23;2.0
15/03/2015;773;39.0;51.1;8.8;9.3;1002.8;0.58;1.2
16/03/2015;1243;35.1;52.0;4.6;10.0;1009.4;0.0;0.0
17/03/2015;1382;35.1;57.0;6.9;9.5;1000.0;0.01;0.0
18/03/2015;1566;30.0;39.0;9.6;10.0;1010.7;0.01;0.0
19/03/2015;2031;28.9;43.0;5.5;10.0;1019.4;0.0;0.0
20/03/2015;1957;28.9;43.0;5.8;6.7;1020.8;0.0;0.0
21/03/2015;1515;28.4;45.0;5.3;4.8;1012.4;0.4;0.0
22/03/2015;1328;28.9;46.9;7.2;9.7;1011.0;0.0;5.1
23/03/2015;1361;23.0;43.0;5.5;10.0;1017.5;0.0;0.0
24/03/2015;1529;23.0;45.0;4.2;10.0;1020.9;0.0;0.0
25/03/2015;1480;26.1;48.9;3.5;9.7;1023.0;0.0;0.0
26/03/2015;1365;34.0;61.0;1.9;5.0;1009.4;0.05;0.0
27/03/2015;1748;39.0;62.1;4.2;9.1;1001.4;0.59;0.0
28/03/2015;1654;33.1;46.0;6.3;9.8;1004.8;0.27;0.0
29/03/2015;969;25.0;46.0;5.8;9.7;1016.9;0.0;0.0
30/03/2015;1300;25.0;54.0;6.6;9.8;1008.5;0.0;0.0
31/03/2015;1470;36.0;54.0;5.1;9.5;1005.4;0.0;0.0
01/04/2015;1462;32.0;51.1;4.7;9.5;1011.8;0.17;0.0
02/04/2015;1206;32.0;66.9;4.5;10.0;1016.3;0.0;0.0
03/04/2015;1459;59.0;64.0;6.3;9.1;1005.6;0.0;0.0
04/04/2015;1163;46.0;64.0;7.4;8.6;1002.3;0.05;0.0
05/04/2015;786;42.1;61.0;4.8;10.0;1015.8;0.01;0.0
06/04/2015;1053;42.1;62.1;3.5;10.0;1019.1;0.0;0.0
07/04/2015;1510;42.1;63.0;5.7;9.4;1017.3;0.0;0.0
08/04/2015;1560;41.0;44.1;9.3;9.1;1021.6;0.15;0.0
09/04/2015;1637;37.0;45.0;8.9;8.8;1020.3;0.0;0.0
10/04/2015;1557;37.0;55.9;4.2;5.0;1011.2;0.17;0.0
11/04/2015;1976;39.0;57.0;7.9;9.5;1008.3;0.0;0.0
12/04/2015;1131;43.0;66.0;3.4;10.0;1019.9;0.0;0.0
13/04/2015;1216;43.0;68.0;3.5;10.0;1020.7;0.0;0.0
14/04/2015;1540;50.0;68.0;3.7;10.0;1015.5;0.0;0.0
15/04/2015;1549;51.1;71.1;4.6;10.0;1016.3;0.01;0.0
16/04/2015;1357;51.1;72.0;6.2;10.0;1024.5;0.0;0.0
17/04/2015;1360;52.0;71.1;5.4;9.5;1014.0;0.08;0.0
18/04/2015;1295;55.0;80.1;2.8;10.0;1009.0;0.0;0.0
19/04/2015;1046;50.0;80.1;7.1;10.0;1016.5;0.0;0.0
20/04/2015;1400;46.0;64.0;7.2;5.6;1007.4;0.02;0.0
21/04/2015;1700;46.0;64.0;5.2;5.8;998.3;1.49;0.0
22/04/2015;1422;50.0;69.1;4.8;9.6;1001.1;0.06;0.0
23/04/2015;1806;42.1;54.0;8.1;10.0;1001.4;0.05;0.0
24/04/2015;1512;39.0;52.0;7.3;10.0;1005.9;0.0;0.0
25/04/2015;1850;37.9;62.1;5.4;10.0;1005.8;0.0;0.0
26/04/2015;1063;37.9;64.0;4.8;10.0;1000.2;0.0;0.0
27/04/2015;1209;46.0;64.0;4.8;10.0;999.8;0.0;0.0
28/04/2015;1259;48.9;71.1;6.6;10.0;1002.3;0.0;0.0
29/04/2015;1246;50.0;78.1;4.3;10.0;1000.9;0.0;0.0
30/04/2015;1565;48.0;78.1;7.5;10.0;1003.2;0.0;0.0
01/05/2015;1479;48.0;66.9;5.1;10.0;1009.1;0.0;0.0
02/05/2015;1083;48.0;73.9;2.5;10.0;1010.2;0.0;0.0
03/05/2015;871;48.0;80.1;2.5;10.0;1013.0;0.0;0.0
04/05/2015;1088;51.1;84.9;3.6;9.5;1016.4;0.0;0.0
05/05/2015;1311;57.0;84.9;4.6;10.0;1016.7;0.0;0.0
06/05/2015;1341;63.0;84.9;4.5;10.0;1018.9;0.0;0.0
07/05/2015;1503;55.9;80.1;1.7;10.0;1017.8;0.0;0.0
08/05/2015;1215;55.9;82.0;2.3;6.8;1015.8;0.0;0.0
09/05/2015;1017;55.9;82.0;4.3;6.0;1019.6;0.0;0.0
10/05/2015;854;57.0;82.9;2.3;7.0;1017.9;0.0;0.0
11/05/2015;1233;61.0;84.0;3.6;8.5;1014.5;0.0;0.0
12/05/2015;1358;68.0;84.9;3.7;8.5;1006.5;0.0;0.0
13/05/2015;1487;57.9;86.0;6.7;10.0;1011.3;0.0;0.0
14/05/2015;1955;50.0;73.0;3.5;10.0;1022.1;0.0;0.0
15/05/2015;1483;50.0;75.0;3.3;10.0;1020.6;0.0;0.0
16/05/2015;1306;57.0;75.0;1.8;8.6;1016.6;0.03;0.0
17/05/2015;1184;57.0;82.9;2.1;5.6;1015.2;0.29;0.0
18/05/2015;1136;60.1;82.9;3.9;7.2;1015.7;0.02;0.0
19/05/2015;1244;59.0;80.1;1.7;5.7;1009.6;0.0;0.0
20/05/2015;1142;57.0;73.9;5.8;9.7;1006.8;0.0;0.0
21/05/2015;1382;52.0;66.9;2.5;10.0;1010.2;0.0;0.0
22/05/2015;1132;52.0;73.9;4.4;10.0;1007.9;0.0;0.0
23/05/2015;1253;48.9;73.9;4.6;10.0;1021.0;0.0;0.0
24/05/2015;862;48.9;81.0;3.3;10.0;1021.7;0.0;0.0
25/05/2015;771;64.9;84.9;3.6;10.0;1018.7;0.0;0.0
26/05/2015;1122;64.0;88.0;4.5;10.0;1017.1;0.0;0.0
27/05/2015;1287;66.9;88.0;4.8;8.9;1015.9;0.0;0.0
28/05/2015;1179;70.0;84.9;3.3;7.7;1015.7;0.08;0.0
29/05/2015;1406;64.9;84.9;4.5;10.0;1019.6;0.0;0.0
30/05/2015;1066;64.9;84.9;4.1;9.9;1016.8;0.0;0.0
31/05/2015;1173;66.9;87.1;4.1;8.5;1012.8;0.0;0.0
01/06/2015;1239;55.0;69.1;7.9;5.3;1014.7;1.89;0.0
02/06/2015;1490;50.0;57.9;6.8;6.1;1015.6;0.4;0.0
03/06/2015;1348;52.0;70.0;4.5;9.0;1017.7;0.26;0.0
04/06/2015;1429;52.0;70.0;4.6;10.0;1019.6;0.0;0.0
05/06/2015;1197;54.0;70.0;3.2;8.1;1014.7;0.0;0.0
06/06/2015;1412;55.0;75.9;3.5;7.6;1008.5;0.32;0.0
07/06/2015;1028;55.0;75.9;3.0;10.0;1015.7;0.19;0.0
08/06/2015;1095;63.0;79.0;4.8;9.9;1010.2;0.0;0.0
09/06/2015;1108;63.0;82.9;4.9;8.6;1001.4;0.07;0.0
10/06/2015;1244;64.9;82.9;2.5;10.0;1005.8;0.01;0.0
11/06/2015;1196;72.0;89.1;4.5;7.3;1006.6;0.0;0.0
12/06/2015;1334;72.0;89.1;3.3;8.0;1008.4;0.0;0.0
13/06/2015;1001;73.0;88.0;5.7;10.0;1007.4;0.0;0.0
14/06/2015;772;71.1;88.0;2.1;10.0;1012.1;0.0;0.0
15/06/2015;1095;64.9;88.0;3.7;3.6;1010.0;0.77;0.0
16/06/2015;1163;64.0;82.9;3.0;6.2;1007.9;0.16;0.0
17/06/2015;1208;64.9;82.0;3.4;9.5;1012.9;0.27;0.0
18/06/2015;1222;64.0;71.1;3.3;9.8;1013.6;0.0;0.0
19/06/2015;1513;64.0;87.1;2.6;9.5;1008.2;0.0;0.0
20/06/2015;967;64.0;81.0;4.9;8.2;1012.3;0.0;0.0
21/06/2015;708;64.0;88.0;4.3;6.1;1003.4;0.35;0.0
22/06/2015;1218;70.0;87.1;4.5;9.8;1008.0;0.29;0.0
23/06/2015;1159;70.0;90.0;4.7;8.9;1006.8;0.0;0.0
24/06/2015;1150;68.0;90.0;4.5;10.0;1009.2;0.02;0.0
25/06/2015;1153;64.9;84.0;2.7;10.0;1012.0;0.0;0.0
26/06/2015;1021;64.9;82.9;3.9;10.0;1009.8;0.0;0.0
27/06/2015;963;60.1;81.0;4.4;8.8;1013.6;0.0;0.0
28/06/2015;714;57.9;73.0;5.8;5.5;1002.4;1.42;0.0
29/06/2015;1059;62.1;75.9;4.6;10.0;1005.8;0.29;0.0
30/06/2015;1209;63.0;82.0;3.7;10.0;1009.0;0.0;0.0
01/07/2015;1355;68.0;82.0;4.3;6.8;1004.4;0.43;0.0
02/07/2015;1001;69.1;82.0;1.3;9.6;1007.0;0.39;0.0
03/07/2015;717;66.0;81.0;2.4;9.9;1009.0;0.0;0.0
04/07/2015;567;66.0;82.0;3.0;9.9;1009.7;0.0;0.0
05/07/2015;467;68.0;82.9;1.3;9.2;1013.6;0.0;0.0
06/07/2015;842;68.0;82.9;2.1;8.7;1015.9;0.0;0.0
07/07/2015;1019;72.0;88.0;3.6;8.4;1011.9;0.0;0.0
08/07/2015;1008;75.0;88.0;3.6;7.5;1009.1;0.12;0.0
09/07/2015;1095;68.0;88.0;3.6;7.6;1009.6;0.0;0.0
10/07/2015;947;68.0;84.0;4.4;8.0;1007.8;0.3;0.0
11/07/2015;883;69.1;88.0;1.9;9.9;1012.7;0.0;0.0
12/07/2015;775;69.1;89.1;1.7;9.9;1011.9;0.0;0.0
13/07/2015;1018;72.0;89.1;2.3;9.5;1007.8;0.0;0.0
14/07/2015;1409;73.0;88.0;2.1;9.1;1001.1;0.0;0.0
15/07/2015;1453;73.0;82.0;2.8;6.3;998.6;0.42;0.0
16/07/2015;1076;64.0;81.0;5.9;10.0;1010.3;0.12;0.0
17/07/2015;885;64.0;81.0;3.1;10.0;1013.6;0.0;0.0
18/07/2015;1127;66.9;84.9;3.6;8.8;1009.9;0.0;0.0
19/07/2015;833;71.1;93.0;2.8;9.7;1005.5;0.32;0.0
20/07/2015;1372;78.1;93.9;4.1;9.2;1001.3;0.0;0.0
21/07/2015;1502;79.0;93.9;2.5;9.6;999.1;0.0;0.0
22/07/2015;1578;69.1;89.1;4.5;10.0;1002.1;0.0;0.0
23/07/2015;1171;68.0;86.0;4.1;10.0;1007.6;0.0;0.0
24/07/2015;987;68.0;87.1;2.1;10.0;1008.6;0.0;0.0
25/07/2015;905;69.1;88.0;2.5;10.0;1010.2;0.0;0.0
26/07/2015;857;69.1;90.0;3.6;10.0;1010.1;0.0;0.0
27/07/2015;1013;71.1;90.0;2.8;9.0;1010.9;0.36;0.0
28/07/2015;1302;71.1;95.0;2.2;9.4;1010.6;0.0;0.0
29/07/2015;1148;75.0;96.1;2.7;9.4;1009.6;0.0;0.0
30/07/2015;1268;75.2;86.0;4.6;6.9;1007.2;0.0;0.0
31/07/2015;1191;72.0;89.1;3.3;8.6;1005.8;1.95;0.0
01/08/2015;849;72.0;89.1;3.8;10.0;1004.3;0.0;0.0
02/08/2015;814;71.1;89.1;2.0;10.0;1007.2;0.0;0.0
03/08/2015;1024;71.1;89.1;3.7;10.0;1005.4;0.0;0.0
04/08/2015;1249;69.1;90.0;4.6;9.6;1005.6;0.43;0.0
05/08/2015;1441;69.1;89.1;2.6;10.0;1007.5;0.0;0.0
06/08/2015;1104;66.9;87.1;2.7;10.0;1009.4;0.0;0.0
07/08/2015;974;66.9;84.0;4.3;10.0;1008.1;0.0;0.0
08/08/2015;904;68.0;84.0;3.4;10.0;1009.5;0.0;0.0
09/08/2015;905;68.0;84.9;2.9;10.0;1010.8;0.0;0.0
10/08/2015;1038;68.0;84.9;3.6;10.0;1012.3;0.0;0.0
11/08/2015;1013;70.0;84.0;3.9;7.8;1005.7;0.59;0.0
12/08/2015;1042;71.1;84.9;3.8;10.0;1005.1;0.58;0.0
13/08/2015;977;66.9;84.9;3.3;10.0;1011.0;0.0;0.0
14/08/2015;911;66.9;88.0;2.2;10.0;1015.3;0.0;0.0
15/08/2015;798;66.9;91.9;3.3;10.0;1014.5;0.0;0.0
16/08/2015;576;75.9;93.0;1.2;10.0;1014.2;0.0;0.0
17/08/2015;995;75.9;95.0;2.5;9.5;1013.2;0.0;0.0
18/08/2015;1347;73.0;95.0;3.6;8.7;1011.8;0.29;0.0
19/08/2015;1036;73.0;90.0;4.0;10.0;1012.0;0.0;0.0
20/08/2015;956;77.0;87.1;4.2;10.0;1011.5;0.0;0.0
21/08/2015;983;71.1;87.1;4.0;9.1;1010.7;0.33;0.0
22/08/2015;743;69.1;87.1;3.7;9.2;1013.6;0.32;0.0
23/08/2015;625;69.1;86.0;3.6;10.0;1011.2;0.0;0.0
24/08/2015;908;70.0;87.1;2.1;9.9;1007.7;0.0;0.0
25/08/2015;990;73.0;89.1;3.0;9.7;1005.8;0.0;0.0
26/08/2015;1049;66.9;90.0;3.7;10.0;1009.0;0.0;0.0
27/08/2015;989;66.9;84.9;2.6;10.0;1012.2;0.0;0.0
28/08/2015;968;63.0;82.0;2.5;10.0;1015.9;0.0;0.0
29/08/2015;799;63.0;87.1;1.2;10.0;1016.8;0.0;0.0
30/08/2015;553;66.9;90.0;3.3;10.0;1013.6;0.0;0.0
31/08/2015;917;72.0;91.0;3.8;8.5;1011.4;0.13;0.0
01/09/2015;946;75.9;91.0;2.6;8.5;1011.7;0.0;0.0
02/09/2015;1036;73.9;91.0;1.8;7.5;1010.9;0.0;0.0
03/09/2015;1066;73.9;93.0;1.8;6.8;1006.6;0.0;0.0
04/09/2015;901;73.9;93.0;5.0;7.3;1011.4;0.0;0.0
05/09/2015;658;66.9;84.9;4.4;10.0;1018.9;0.0;0.0
06/09/2015;562;64.9;87.1;1.0;10.0;1018.0;0.0;0.0
07/09/2015;514;64.9;91.9;3.4;10.0;1014.1;0.0;0.0
08/09/2015;1082;70.0;97.0;3.8;9.8;1011.0;0.0;0.0
09/09/2015;1414;75.9;97.0;4.0;10.0;1008.3;0.0;0.0
10/09/2015;1253;71.1;90.0;4.7;6.2;1005.0;1.13;0.0
11/09/2015;1077;66.0;81.0;5.6;8.4;1002.4;0.45;0.0
12/09/2015;1316;66.0;81.0;2.3;10.0;1003.9;0.0;0.0
13/09/2015;1306;66.9;80.1;5.2;8.6;1000.6;0.29;0.0
14/09/2015;1337;59.0;80.1;6.3;10.0;1010.1;0.04;0.0
15/09/2015;1015;63.0;82.9;2.1;10.0;1019.7;0.0;0.0
16/09/2015;1533;62.1;88.0;1.5;10.0;1020.9;0.0;0.0
17/09/2015;1730;66.0;89.1;1.3;10.0;1016.6;0.0;0.0
18/09/2015;1621;68.0;89.1;2.4;9.8;1012.1;0.0;0.0
19/09/2015;1300;68.0;87.1;1.8;9.3;1009.5;0.0;0.0
20/09/2015;943;68.0;82.9;6.3;10.0;1009.1;0.0;0.0
21/09/2015;1132;59.0;79.0;7.4;10.0;1016.8;0.0;0.0
22/09/2015;1025;59.0;73.0;6.4;10.0;1019.5;0.0;0.0
23/09/2015;1007;59.0;80.1;3.3;10.0;1019.1;0.0;0.0
24/09/2015;1204;59.0;82.0;3.0;10.0;1019.9;0.0;0.0
25/09/2015;1220;60.1;82.0;5.5;10.0;1022.8;0.0;0.0
26/09/2015;1493;62.1;75.9;5.2;10.0;1024.7;0.0;0.0
27/09/2015;1456;55.9;72.0;4.8;10.0;1025.5;0.0;0.0
28/09/2015;1299;64.9;78.8;2.3;9.6;1019.5;0.0;0.0
29/09/2015;1234;64.9;82.9;2.7;9.7;1013.1;0.0;0.0
30/09/2015;1071;66.9;82.9;5.3;7.4;1003.4;1.33;0.0
01/10/2015;1250;55.9;79.0;7.6;9.8;1012.3;0.04;0.0
02/10/2015;1387;48.2;57.0;9.9;7.7;1017.1;0.14;0.0
03/10/2015;1130;48.0;57.0;11.8;6.9;1020.3;1.36;0.0
04/10/2015;868;48.9;63.0;9.2;10.0;1021.4;0.02;0.0
05/10/2015;1183;52.0;66.9;6.6;10.0;1017.3;0.0;0.0
06/10/2015;1123;52.0;73.0;1.5;10.0;1012.2;0.0;0.0
07/10/2015;1322;52.0;73.0;2.5;10.0;1010.4;0.0;0.0
08/10/2015;1411;57.9;73.0;2.9;10.0;1014.1;0.0;0.0
09/10/2015;1257;59.0;78.1;3.0;8.3;1009.4;0.0;0.0
10/10/2015;1458;50.0;78.1;2.6;9.9;1012.0;0.89;0.0
11/10/2015;975;50.0;69.1;2.8;10.0;1010.4;0.0;0.0
12/10/2015;1125;53.1;77.0;3.7;10.0;1005.5;0.0;0.0
13/10/2015;1122;55.9;77.0;2.5;9.9;997.7;0.01;0.0
14/10/2015;1248;57.0;72.0;3.2;10.0;1001.2;0.0;0.0
15/10/2015;1604;51.1;69.1;3.5;10.0;1009.1;0.0;0.0
16/10/2015;1806;51.1;64.0;4.9;10.0;1009.6;0.0;0.0
17/10/2015;1646;48.0;64.0;5.0;10.0;1013.4;0.0;0.0
18/10/2015;1219;37.9;55.9;5.0;10.0;1019.4;0.0;0.0
19/10/2015;1070;35.1;53.1;2.2;10.0;1024.7;0.0;0.0
20/10/2015;1023;35.1;70.0;5.7;10.0;1018.6;0.0;0.0
21/10/2015;1233;48.0;75.9;2.8;9.9;1019.6;0.0;0.0
22/10/2015;1298;57.0;75.9;4.1;9.7;1016.8;0.0;0.0
23/10/2015;1281;51.1;75.0;5.0;9.8;1016.7;0.0;0.0
24/10/2015;1291;39.9;64.9;4.1;10.0;1022.7;0.0;0.0
25/10/2015;1481;55.0;68.0;4.0;9.7;1014.8;0.02;0.0
26/10/2015;1246;46.0;57.9;3.9;10.0;1023.3;0.03;0.0
27/10/2015;1020;45.0;59.0;3.5;10.0;1028.3;0.0;0.0
28/10/2015;1445;45.0;66.9;6.3;7.2;1018.4;0.0;0.0
29/10/2015;1458;53.1;73.0;5.7;8.2;998.3;1.44;0.0
30/10/2015;1445;50.0;73.0;5.4;10.0;1006.3;0.04;0.0
31/10/2015;1714;42.1;61.0;3.0;10.0;1016.2;0.0;0.0
01/11/2015;1926;42.1;64.9;3.9;10.0;1009.6;0.0;0.0
02/11/2015;1177;54.0;64.9;2.6;10.0;1012.3;0.0;0.0
03/11/2015;1062;48.0;72.0;1.6;10.0;1016.2;0.0;0.0
04/11/2015;1014;48.0;72.0;2.3;10.0;1021.5;0.0;0.0
05/11/2015;1084;55.9;71.1;1.9;4.7;1020.1;0.0;0.0
06/11/2015;1228;55.9;73.0;3.7;7.7;1011.8;0.01;0.0
07/11/2015;1191;57.0;73.9;3.6;9.9;1010.1;0.0;0.0
08/11/2015;787;46.0;55.9;4.0;10.0;1020.3;0.0;0.0
09/11/2015;1186;43.0;59.0;1.7;10.0;1025.0;0.0;0.0
10/11/2015;1291;43.0;59.0;6.7;8.0;1015.5;0.0;0.0
11/11/2015;1326;48.9;57.9;6.0;6.7;1004.7;0.69;0.0
12/11/2015;1401;48.9;61.0;3.6;9.3;1005.6;0.43;0.0
13/11/2015;1434;50.0;61.0;9.4;10.0;998.5;0.01;0.0
14/11/2015;1375;43.0;57.9;8.0;10.0;1009.8;0.0;0.0
15/11/2015;1445;39.0;57.9;4.1;10.0;1019.0;0.0;0.0
16/11/2015;1265;51.1;66.9;2.9;10.0;1017.3;0.0;0.0
17/11/2015;1195;39.9;66.9;6.4;10.0;1026.3;0.0;0.0
18/11/2015;1294;39.9;57.9;3.6;10.0;1027.7;0.0;0.0
19/11/2015;1231;46.0;63.0;5.4;8.7;1018.3;0.0;0.0
20/11/2015;1245;51.1;64.0;5.5;8.3;1012.2;1.25;0.0
21/11/2015;905;42.1;64.0;4.9;10.0;1018.2;0.0;0.0
22/11/2015;716;48.0;55.0;5.1;9.9;1008.4;0.03;0.0
23/11/2015;1014;34.0;55.0;5.6;10.0;1010.5;0.0;0.0
24/11/2015;1112;32.0;46.0;3.8;10.0;1021.1;0.0;0.0
25/11/2015;926;32.0;50.0;2.3;10.0;1033.1;0.0;0.0
26/11/2015;543;36.0;60.1;2.5;9.7;1037.0;0.0;0.0
27/11/2015;626;41.0;64.0;2.9;9.4;1028.1;0.0;0.0
28/11/2015;994;46.4;62.6;3.4;10.0;1027.2;0.0;0.0
29/11/2015;537;37.4;46.4;4.5;9.2;1025.3;0.02;0.0
30/11/2015;919;33.8;44.6;6.0;6.2;1023.4;0.0;0.0
01/12/2015;1047;42.1;64.0;5.9;5.4;1018.5;0.0;0.0
02/12/2015;1083;44.1;55.9;2.9;7.8;1007.2;0.21;0.0
03/12/2015;1385;46.0;57.0;6.2;8.9;1003.8;0.1;0.0
04/12/2015;1329;42.1;55.0;4.5;10.0;1022.4;0.0;0.0
05/12/2015;941;39.9;51.1;2.0;10.0;1031.9;0.0;0.0
06/12/2015;1055;39.0;53.1;2.7;10.0;1027.8;0.0;0.0
07/12/2015;1007;39.0;54.0;2.9;6.7;1016.4;0.0;0.0
08/12/2015;1045;41.0;54.0;4.6;8.2;1014.1;0.0;0.0
09/12/2015;1273;39.9;53.1;2.7;9.5;1014.8;0.0;0.0
10/12/2015;1217;39.9;60.1;4.5;7.6;1009.9;0.0;0.0
11/12/2015;1338;50.0;61.0;3.1;8.0;1008.4;0.0;0.0
12/12/2015;1071;50.0;66.0;2.7;7.1;1013.7;0.0;0.0
13/12/2015;1079;55.0;66.9;2.0;6.5;1015.4;0.0;0.0
14/12/2015;1062;53.1;66.9;4.6;6.3;1008.8;0.0;0.0
15/12/2015;1269;53.1;68.0;8.6;9.0;994.8;0.42;0.0
16/12/2015;1331;46.0;68.0;5.9;10.0;1011.7;0.09;0.0
17/12/2015;1181;46.0;59.0;3.4;6.8;1009.2;0.04;0.0
18/12/2015;1385;43.0;59.0;5.5;8.7;1000.8;1.21;0.0
19/12/2015;927;35.1;57.0;7.4;10.0;1010.4;0.0;0.0
20/12/2015;613;34.0;43.0;5.8;10.0;1024.4;0.0;0.0
21/12/2015;938;39.0;54.0;6.1;10.0;1021.2;0.0;0.0
22/12/2015;919;55.0;62.6;4.9;8.9;1011.5;0.0;0.0
23/12/2015;872;52.0;62.1;3.0;4.3;1014.5;0.19;0.0
24/12/2015;642;52.0;71.1;5.1;7.4;1008.2;1.56;0.0
25/12/2015;358;57.0;72.0;0.7;9.2;1015.7;0.01;0.0
26/12/2015;428;50.0;61.0;5.9;9.9;1023.5;0.01;0.0
27/12/2015;409;46.0;61.0;4.5;6.0;1012.6;0.12;0.0
28/12/2015;674;37.9;61.0;7.1;9.9;1019.8;0.02;0.0
29/12/2015;848;33.8;46.0;6.8;5.8;1016.6;0.33;0.0
30/12/2015;1325;34.0;46.0;3.0;5.4;1018.6;0.15;0.0
31/12/2015;912;45.0;48.0;3.0;5.4;1013.7;0.19;0.0
01/01/2016;1505;37.0;48.0;6.5;10.0;1012.2;0.03;0.0
02/01/2016;617;32.0;42.1;6.0;10.0;1012.0;0.0;0.0
03/01/2016;510;32.0;45.0;6.4;10.0;1006.7;0.0;0.0
04/01/2016;914;19.9;39.0;7.0;10.0;1010.2;0.0;0.0
05/01/2016;967;10.9;36.0;6.2;10.0;1027.5;0.0;0.0
06/01/2016;979;10.9;41.0;2.4;10.0;1029.0;0.0;0.0
07/01/2016;1046;25.0;46.0;2.9;10.0;1021.9;0.0;0.0
08/01/2016;1097;35.6;44.6;4.3;10.0;1017.4;0.0;0.0
